a0 a1 b0 b1 f id
-0.06990171 -0.02786278 0.17673660 0.02817248 5.17599669 OGLE-GD-ECL-04064
-0.00665239 0.00281673 -0.00345535 -0.00275023 0.52242738 OGLE-GD-ECL-04065
0.01954762 0.00438934 0.01345707 0.00123494 0.16203976 OGLE-GD-ECL-04066
-0.00363381 0.00096674 -0.04811395 0.03449506 1.55369568 OGLE-GD-ECL-04067
-0.00577536 0.00364415 -0.00448779 -0.00154115 0.92293923 OGLE-GD-ECL-04068
0.06511440 -0.03563422 -0.11768587 0.01748364 2.74168439 OGLE-GD-ECL-04069
0.02953502 -0.03517593 -0.04166357 0.02057082 2.32228147 OGLE-GD-ECL-04070
0.15077383 -0.06323954 -0.10455900 -0.02058836 3.68514222 OGLE-GD-ECL-04071
0.10267509 -0.06609705 -0.25977588 0.07363376 6.36124774 OGLE-GD-ECL-04072
0.08341174 -0.08990096 -0.07731635 -0.00763538 2.60976845 OGLE-GD-ECL-04073
0.03286787 0.01375136 0.07249633 0.01159671 7.17294263 OGLE-GD-ECL-04074
-0.13212549 -0.00832819 0.02234830 -0.01942638 5.35076396 OGLE-GD-ECL-04075
-0.00652588 0.00288534 -0.04895686 0.01317826 5.72781019 OGLE-GD-ECL-04076
-0.00483034 0.00055040 -0.00315427 0.00004267 0.01182285 OGLE-GD-ECL-04077
0.00973072 0.00818322 0.01517369 0.00532644 5.41170099 OGLE-GD-ECL-04078
-0.16565550 -0.05791598 0.13044931 -0.01980015 7.37248753 OGLE-GD-ECL-04079
0.03619654 0.01795320 -0.01566894 -0.00129803 1.00189387 OGLE-GD-ECL-04080
0.13248410 -0.00720319 -0.05325504 -0.01003487 6.87268925 OGLE-GD-ECL-04081
0.00023689 -0.00144340 0.08188366 0.02910443 2.62205095 OGLE-GD-ECL-04082
-0.02051730 0.00939781 -0.04147459 0.00817846 7.86845177 OGLE-GD-ECL-04083
0.08244980 -0.02606315 -0.16009715 0.02601119 7.07145191 OGLE-GD-ECL-04084
-0.01029922 -0.00958713 0.00229089 0.00156180 0.00071841 OGLE-GD-ECL-04085
-0.06533380 0.00649508 -0.06368689 -0.00211851 6.64227046 OGLE-GD-ECL-04086
-0.14288695 -0.06558659 0.20686756 0.01601430 5.53031625 OGLE-GD-ECL-04087
0.06241691 -0.02506078 -0.15405312 0.02753531 6.36252180 OGLE-GD-ECL-04088
-0.15060333 0.02922767 -0.02853722 -0.04782464 0.12917003 OGLE-GD-ECL-04089
0.18080554 0.01641569 0.07591826 -0.02825778 5.42011223 OGLE-GD-ECL-04090
0.17937688 -0.03231207 -0.06369976 -0.03746020 6.49269760 OGLE-GD-ECL-04091
-0.25204240 -0.05891700 0.08214874 -0.06165847 6.05055551 OGLE-GD-ECL-04092
0.00004762 -0.00815306 0.10021578 0.08445209 0.80517465 OGLE-GD-ECL-04093
0.03105582 -0.00023535 0.18879085 0.02805755 4.93188441 OGLE-GD-ECL-04094
0.00421831 -0.00361417 -0.05050435 0.01444667 8.32988013 OGLE-GD-ECL-04095
0.06141613 -0.04644791 -0.06027583 0.00085681 1.54903454 OGLE-GD-ECL-04096
-0.00465384 -0.00153491 0.00831354 0.00044707 8.02980655 OGLE-GD-ECL-04097
0.00300866 0.00542337 0.05548793 0.04480187 1.40694580 OGLE-GD-ECL-04098
0.02100751 -0.00877519 -0.00453847 -0.01827609 0.94056507 OGLE-GD-ECL-04099
0.01253846 0.00729037 0.03274090 0.00673275 2.39934401 OGLE-GD-ECL-04100
-0.01286124 -0.01191550 0.06741032 0.04901852 2.27017399 OGLE-GD-ECL-04101
0.08472000 0.00212373 0.00831980 -0.00918592 6.03435235 OGLE-GD-ECL-04102
0.02546003 0.02648421 0.07296190 0.03176030 3.78156387 OGLE-GD-ECL-04103
0.04114063 0.00932760 0.05161387 0.00201616 4.58623018 OGLE-GD-ECL-04104
0.05306082 0.01419156 0.08753881 0.00899646 3.39181812 OGLE-GD-ECL-04105
-0.01172025 0.00460580 0.02730078 0.00451775 0.08707123 OGLE-GD-ECL-04106
-0.16667905 -0.00900044 0.01237152 -0.03071315 6.30839140 OGLE-GD-ECL-04107
-0.00235302 0.00050968 -0.00005020 0.00022401 1.10649430 OGLE-GD-ECL-04108
-0.00521986 -0.00001947 -0.00029318 -0.00198949 0.64035543 OGLE-GD-ECL-04109
-0.17438970 0.03761937 -0.11383180 -0.01451504 4.53894946 OGLE-GD-ECL-04110
-0.04658933 -0.00577954 0.05634681 0.00007080 5.65747473 OGLE-GD-ECL-04111
0.12323135 0.02442432 0.05419532 -0.01241798 6.22832291 OGLE-GD-ECL-04112
0.27204011 -0.07283819 -0.14831783 -0.06004878 8.55611334 OGLE-GD-ECL-04113
-0.06798285 0.04605942 -0.06348476 -0.00229411 0.77255784 OGLE-GD-ECL-04114
0.06582923 -0.00114836 -0.00055682 -0.00331191 5.62327844 OGLE-GD-ECL-04115
0.02433272 -0.00257543 -0.00220329 -0.01550753 3.04203257 OGLE-GD-ECL-04116
-0.00182710 0.00029480 -0.07407668 0.01072662 5.29137325 OGLE-GD-ECL-04117
-0.14350317 0.09667139 -0.11148596 -0.02791014 1.41520845 OGLE-GD-ECL-04118
0.02493362 0.01932537 -0.03772887 -0.01181318 0.83665969 OGLE-GD-ECL-04119
0.03824315 0.00812685 0.09206046 0.00715195 7.05176387 OGLE-GD-ECL-04120
0.02966153 -0.09159425 -0.22506710 0.06561269 3.00912999 OGLE-GD-ECL-04121
-0.03790332 0.00882052 -0.14397359 0.02462926 6.55218191 OGLE-GD-ECL-04122
0.01873266 0.00300025 0.00766242 0.01107286 0.99843838 OGLE-GD-ECL-04123
-0.18590758 -0.07612961 0.16786878 -0.01095685 5.48226875 OGLE-GD-ECL-04124
0.08746251 -0.07773241 -0.05190710 -0.04069264 0.74542169 OGLE-GD-ECL-04125
0.18253323 -0.00294813 0.11625828 -0.00627124 4.01131123 OGLE-GD-ECL-04126
-0.10765531 0.03229887 -0.09344464 -0.00636311 6.64546636 OGLE-GD-ECL-04127
-0.00038425 -0.00207310 0.01429811 0.00877743 0.49271804 OGLE-GD-ECL-04128
-0.00411534 -0.00189901 0.01535294 0.00469008 1.61167593 OGLE-GD-ECL-04129
0.14589375 -0.02484267 -0.06221118 -0.01628310 5.83848080 OGLE-GD-ECL-04130
0.06928973 -0.00743676 -0.04354851 -0.00558708 6.83121215 OGLE-GD-ECL-04131
0.00753849 -0.00224334 -0.20970836 0.05828064 6.62067841 OGLE-GD-ECL-04132
-0.16599139 -0.03518905 0.10013703 -0.01782112 8.42177076 OGLE-GD-ECL-04133
-0.12085366 -0.02996993 0.09447998 -0.00777990 6.89586901 OGLE-GD-ECL-04134
0.03695038 0.05608473 0.14090515 0.09891472 0.46821687 OGLE-GD-ECL-04135
-0.17269068 -0.02037633 0.04452665 -0.02852945 2.14645304 OGLE-GD-ECL-04136
-0.03996912 -0.00656569 0.04207929 0.00219041 8.07434793 OGLE-GD-ECL-04137
-0.03461364 0.01820108 -0.08632258 0.01810800 5.03333140 OGLE-GD-ECL-04138
0.18335857 0.07233865 0.15421795 -0.01852401 6.07731323 OGLE-GD-ECL-04139
-0.20950754 0.07436159 -0.18672631 -0.00395566 5.30508080 OGLE-GD-ECL-04140
-0.07555690 0.10995470 -0.21893675 0.13902402 0.58986145 OGLE-GD-ECL-04141
-0.04067460 -0.04059186 0.06973737 0.03407935 2.05335800 OGLE-GD-ECL-04142
-0.01698928 -0.01176801 0.03780914 0.00776612 0.94542689 OGLE-GD-ECL-04143
0.00984784 0.01053635 0.04486131 0.01717322 2.76257185 OGLE-GD-ECL-04144
-0.09455074 0.11772730 -0.15041996 0.05318624 3.54330005 OGLE-GD-ECL-04145
0.20261965 0.00019562 0.01222617 -0.03322601 5.11779405 OGLE-GD-ECL-04146
-0.05153888 -0.07039492 0.09922906 0.02897217 4.29244705 OGLE-GD-ECL-04147
0.06338626 0.02204355 0.05483432 -0.00538151 3.02963860 OGLE-GD-ECL-04148
-0.04392382 0.04361139 -0.06995657 0.02760096 3.12781124 OGLE-GD-ECL-04149
-0.06838937 -0.03254282 0.08441341 0.00929138 7.09210853 OGLE-GD-ECL-04150
0.00088027 -0.00148332 0.00996982 -0.00259804 4.01389750 OGLE-GD-ECL-04151
0.15526850 0.01078954 0.02409097 -0.02481066 8.55643385 OGLE-GD-ECL-04152
0.03206911 -0.00406127 -0.04702898 0.00021854 5.52543107 OGLE-GD-ECL-04153
-0.00978419 -0.00776609 0.00662204 -0.00297622 0.82442893 OGLE-GD-ECL-04154
-0.03331782 0.01301727 -0.31087682 0.09925327 7.49284709 OGLE-GD-ECL-04155
-0.04025614 -0.07108983 0.12529262 0.08962711 0.46546266 OGLE-GD-ECL-04156
0.21591327 0.06555380 0.15099544 -0.01938400 4.70741573 OGLE-GD-ECL-04157
-0.09300376 -0.00150760 0.01443277 -0.02977511 0.29713416 OGLE-GD-ECL-04158
-0.01802624 -0.00860015 0.02339113 0.00185394 1.17000169 OGLE-GD-ECL-04159
-0.00393560 0.00887715 -0.21953188 0.14497385 1.35305243 OGLE-GD-ECL-04160
-0.09053445 0.00830528 -0.03866733 -0.00074038 5.30166050 OGLE-GD-ECL-04161
-0.01383777 0.01073653 -0.01437646 0.00165357 6.23407019 OGLE-GD-ECL-04162
0.01102071 0.01106729 0.01557033 0.00179768 0.41910001 OGLE-GD-ECL-04163
-0.04979662 -0.05926784 0.13172244 0.07231087 1.76499400 OGLE-GD-ECL-04164
-0.02599453 -0.00096999 0.01845326 0.00080175 1.10290225 OGLE-GD-ECL-04165
-0.12267332 0.03547523 -0.11087629 -0.00633957 5.43261256 OGLE-GD-ECL-04166
-0.23578719 0.07579324 -0.09819490 -0.06927677 6.80897934 OGLE-GD-ECL-04167
0.00526659 0.00675118 0.02116821 0.01692477 0.55589278 OGLE-GD-ECL-04168
-0.17085054 -0.04120077 0.17035054 0.00577338 8.11321260 OGLE-GD-ECL-04169
-0.10822631 -0.02297878 0.06779871 -0.01134630 6.61022939 OGLE-GD-ECL-04170
0.03572009 -0.00545420 -0.07933522 0.00383688 8.26285858 OGLE-GD-ECL-04171
0.13567100 0.10021327 0.10413154 -0.01611043 1.35319611 OGLE-GD-ECL-04172
0.03617906 -0.05020057 -0.06987744 0.03099541 2.34431385 OGLE-GD-ECL-04173
0.10926021 -0.00323367 -0.00733343 -0.01644636 7.49973263 OGLE-GD-ECL-04174
-0.10612187 0.00866647 -0.03652697 -0.00708284 6.86718082 OGLE-GD-ECL-04175
0.17350145 0.13610396 0.19723501 0.01920296 4.48111091 OGLE-GD-ECL-04176
-0.00017079 0.00034810 -0.00444787 0.00282919 0.51610538 OGLE-GD-ECL-04177
-0.01588704 0.00208219 -0.00180817 -0.01117299 1.40097833 OGLE-GD-ECL-04178
0.10167757 -0.00448024 -0.02892865 -0.00869748 9.00928604 OGLE-GD-ECL-04179
0.07195553 -0.06133007 -0.30582604 0.07682539 5.69195838 OGLE-GD-ECL-04180
0.15203746 -0.05986422 -0.18765227 0.01184032 6.16481551 OGLE-GD-ECL-04181
-0.01364350 -0.00648911 0.00653363 -0.00524743 2.06153135 OGLE-GD-ECL-04182
-0.03597008 -0.00313241 0.00441451 -0.01822591 0.33535355 OGLE-GD-ECL-04183
0.08413858 -0.01020133 -0.02315894 -0.01408986 4.49396392 OGLE-GD-ECL-04184
0.08651413 0.01501512 0.06080120 -0.00687990 3.89320471 OGLE-GD-ECL-04185
-0.01636423 0.01544496 -0.01144848 -0.00378905 0.43149398 OGLE-GD-ECL-04186
-0.16014498 -0.01002014 0.03166940 -0.04040923 5.84903864 OGLE-GD-ECL-04187
0.11448524 0.00396741 0.01292761 -0.01901726 7.44556637 OGLE-GD-ECL-04188
-0.00195310 0.02879909 -0.04010896 0.02671417 2.15908827 OGLE-GD-ECL-04189
-0.01938435 0.00861419 -0.00683694 -0.00946848 0.60145242 OGLE-GD-ECL-04190
0.00497156 0.00417853 0.02959616 0.02146674 1.27933375 OGLE-GD-ECL-04191
-0.04191845 -0.02492624 0.06326550 0.01192098 2.60107340 OGLE-GD-ECL-04192
-0.20583104 0.01366042 -0.03085475 -0.03701001 3.81791539 OGLE-GD-ECL-04193
-0.06068345 -0.03376356 0.08511009 0.01406490 6.02760370 OGLE-GD-ECL-04194
-0.00771609 0.00301274 -0.21826723 0.06421918 5.83022659 OGLE-GD-ECL-04195
0.17802024 0.03991901 0.07021736 -0.02588251 4.91837505 OGLE-GD-ECL-04196
0.00499460 -0.00232320 -0.02271029 0.00067662 1.66630123 OGLE-GD-ECL-04197
-0.03657375 -0.05330351 0.05134906 0.02281232 1.20496990 OGLE-GD-ECL-04198
0.10745414 0.04352053 0.16442365 0.01944024 5.56537463 OGLE-GD-ECL-04199
0.01600360 -0.00602111 -0.10389901 0.00817934 3.65255065 OGLE-GD-ECL-04200
-0.04594632 0.01309897 -0.03928112 0.00204185 3.95505548 OGLE-GD-ECL-04201
0.10360757 -0.05141747 -0.03005943 -0.07864717 1.90737719 OGLE-GD-ECL-04202
-0.00160197 -0.00464937 0.04602591 0.03175101 2.65797143 OGLE-GD-ECL-04203
-0.10395446 0.01715097 -0.03959301 -0.01174941 5.37898562 OGLE-GD-ECL-04204
0.01032940 -0.02370342 -0.18066950 0.04044283 7.58786758 OGLE-GD-ECL-04205
0.09690724 0.09892137 0.25304386 0.10975502 1.86552292 OGLE-GD-ECL-04206
0.04865149 -0.01009689 -0.05500363 0.00215801 6.09455506 OGLE-GD-ECL-04207
0.31166020 -0.01842496 -0.00161511 -0.11354748 6.25318636 OGLE-GD-ECL-04208
-0.07408452 -0.01486803 0.08867554 0.00227120 2.51184582 OGLE-GD-ECL-04209
0.12528367 0.01999440 0.06538040 -0.01131589 3.58415427 OGLE-GD-ECL-04210
-0.11381047 0.01935275 -0.08814327 -0.00905165 5.89311304 OGLE-GD-ECL-04211
-0.00911833 0.00272097 -0.05126154 0.01826849 1.07093134 OGLE-GD-ECL-04212
0.03406942 -0.00291341 -0.05047832 0.00166798 4.83502778 OGLE-GD-ECL-04213
0.11158986 0.03278941 0.14325172 0.01300129 5.87242285 OGLE-GD-ECL-04214
-0.00481330 0.00184562 -0.00291134 0.00110280 1.20376694 OGLE-GD-ECL-04215
-0.02373888 0.00440559 -0.00327638 -0.01592786 1.13427833 OGLE-GD-ECL-04216
-0.04728450 -0.02243648 0.12287561 0.01927486 5.92299888 OGLE-GD-ECL-04217
0.16548427 0.02886942 0.07333548 -0.01526141 6.93121475 OGLE-GD-ECL-04218
0.01730577 0.00288822 0.01411462 0.00066756 1.43279589 OGLE-GD-ECL-04219
-0.00590556 -0.00390366 -0.00377300 -0.00248643 1.00246860 OGLE-GD-ECL-04220
0.01937859 -0.02632019 -0.05459907 0.03287409 3.24125426 OGLE-GD-ECL-04221
-0.02808736 -0.02062226 0.02110723 -0.00821853 0.54533495 OGLE-GD-ECL-04222
-0.03527871 -0.02319497 0.23852035 0.06811103 5.34453556 OGLE-GD-ECL-04223
0.00727791 -0.00000698 0.03354421 -0.00045972 3.84722650 OGLE-GD-ECL-04224
0.14937795 0.10619810 0.13657314 -0.00912887 3.36172536 OGLE-GD-ECL-04225
0.27836669 0.05549714 0.06834781 -0.08380824 5.03333140 OGLE-GD-ECL-04226
-0.13171497 0.03327817 -0.10514374 -0.00453888 6.71942764 OGLE-GD-ECL-04227
0.02273605 0.00673905 0.03370388 0.00491396 4.39034407 OGLE-GD-ECL-04228
0.04263430 -0.02382590 -0.01769792 -0.01565808 3.03671691 OGLE-GD-ECL-04229
-0.00722845 -0.00108140 -0.00573153 0.00094591 1.35461568 OGLE-GD-ECL-04230
0.05514951 -0.03117683 -0.23251905 0.05663451 7.42964726 OGLE-GD-ECL-04231
0.04446090 0.00848627 0.00217815 -0.03566743 2.30781864 OGLE-GD-ECL-04232
0.06129901 -0.01066317 -0.00826708 -0.03431992 0.72372572 OGLE-GD-ECL-04233
0.03683266 -0.00124902 0.02274494 -0.01738228 1.77432776 OGLE-GD-ECL-04234
-0.13387405 -0.01643851 0.04391072 -0.02582318 6.68465662 OGLE-GD-ECL-04235
0.10540442 0.11189138 0.13023804 0.03354359 5.85446261 OGLE-GD-ECL-04236
0.03780159 -0.00834736 -0.06944571 -0.00320987 5.00165790 OGLE-GD-ECL-04237
0.00594110 0.00520430 0.09391191 0.06262730 1.51814293 OGLE-GD-ECL-04238
0.16348956 -0.08714367 -0.20414376 0.01771957 7.72603746 OGLE-GD-ECL-04239
0.02222412 -0.00857173 -0.03053050 0.00332738 4.53057760 OGLE-GD-ECL-04240
-0.20219292 0.05350218 -0.10225698 -0.04656562 6.99414743 OGLE-GD-ECL-04241
-0.08939079 -0.00564476 0.00824154 -0.05582251 0.53751398 OGLE-GD-ECL-04242
0.20236664 0.00167117 0.05640676 -0.04581963 6.01475069 OGLE-GD-ECL-04243
-0.01978099 0.02497048 -0.01924907 -0.00027651 0.69268555 OGLE-GD-ECL-04244
-0.03675852 -0.02813477 0.01617340 -0.02191958 1.63308845 OGLE-GD-ECL-04245
-0.13570708 -0.05979951 0.14867919 0.00299721 5.99088081 OGLE-GD-ECL-04246
-0.05067472 0.00806856 -0.04953347 0.00123888 4.55363862 OGLE-GD-ECL-04247
-0.07654665 0.03968411 -0.20706031 0.04583807 6.84744821 OGLE-GD-ECL-04248
-0.02392254 0.01168023 -0.14538554 0.06102500 1.26742803 OGLE-GD-ECL-04249
0.07169339 -0.00336197 -0.00264515 -0.01333479 0.21161567 OGLE-GD-ECL-04250
0.12602193 0.01077365 0.09232760 -0.00328118 5.47284349 OGLE-GD-ECL-04251
-0.03579234 -0.01864064 0.14281737 0.02582217 5.65807960 OGLE-GD-ECL-04252
0.02293449 0.04278856 0.06142941 0.04159551 0.63766026 OGLE-GD-ECL-04253
-0.05859320 -0.02065602 0.02239498 -0.02658807 0.88226748 OGLE-GD-ECL-04254
-0.01200719 0.01474286 -0.01254775 -0.00003950 0.86252893 OGLE-GD-ECL-04255
-0.19127443 -0.04339315 0.04425889 -0.06355040 7.72376410 OGLE-GD-ECL-04256
-0.04003089 -0.03281537 0.03967186 0.00482587 1.02833134 OGLE-GD-ECL-04257
0.07388596 -0.04086086 -0.02346548 -0.05845201 0.81892049 OGLE-GD-ECL-04258
-0.10765928 -0.00636718 0.01794671 -0.03161852 6.52157766 OGLE-GD-ECL-04259
-0.08380847 -0.07096716 0.07628046 0.00284938 2.93874944 OGLE-GD-ECL-04260
-0.08479404 -0.03222150 0.12097018 0.00057451 5.97271281 OGLE-GD-ECL-04261
0.18881244 0.03818658 0.07527628 -0.04249071 7.59387567 OGLE-GD-ECL-04262
-0.02381843 0.00295843 -0.00206749 -0.01165256 2.71012796 OGLE-GD-ECL-04263
-0.02416666 -0.02899529 0.05316539 0.02154980 4.73216331 OGLE-GD-ECL-04264
-0.05026628 0.03108970 -0.02737406 -0.02416453 1.21641095 OGLE-GD-ECL-04265
-0.05438105 -0.01264976 0.00539229 -0.04669797 0.34840844 OGLE-GD-ECL-04266
-0.02337417 0.01606132 0.04022207 0.00958860 0.07500195 OGLE-GD-ECL-04267
0.26884369 0.03306466 0.04179594 -0.10128923 5.90489496 OGLE-GD-ECL-04268
0.08039725 0.04223892 0.24792895 0.06656098 6.65678233 OGLE-GD-ECL-04269
0.03543055 0.03214159 0.29458486 0.10275161 6.31826778 OGLE-GD-ECL-04270
0.02870737 -0.01539364 -0.01047821 -0.01976186 1.49328596 OGLE-GD-ECL-04271
0.00654463 -0.00534601 0.00037841 -0.00053782 1.82925906 OGLE-GD-ECL-04272
-0.01649227 -0.00406664 0.27215625 0.08279324 5.70122899 OGLE-GD-ECL-04273
0.07278617 0.02075548 -0.03651915 -0.04831155 1.00519856 OGLE-GD-ECL-04274
0.12335007 0.00045983 0.00037463 -0.01647343 5.68424466 OGLE-GD-ECL-04275
0.02052980 -0.00703845 -0.03715559 -0.00043030 1.04476628 OGLE-GD-ECL-04276
-0.16323117 -0.05365007 0.09945928 -0.04092957 7.02508925 OGLE-GD-ECL-04277
-0.01822985 -0.00465356 0.08550728 0.00549787 6.50275533 OGLE-GD-ECL-04278
-0.21940356 0.00062201 -0.00239252 -0.05587656 4.56603259 OGLE-GD-ECL-04279
0.12730475 -0.00264577 -0.01059634 -0.01874230 7.07328805 OGLE-GD-ECL-04280
0.06537242 -0.06318116 -0.16967175 0.06937242 3.13528269 OGLE-GD-ECL-04281
-0.02440213 0.02457831 -0.06671801 0.02071981 5.12254702 OGLE-GD-ECL-04282
0.01157968 0.00346976 0.02023854 0.00124318 7.39803724 OGLE-GD-ECL-04283
0.06497243 -0.00803082 -0.05955569 0.00368790 5.85431893 OGLE-GD-ECL-04284
-0.03744285 -0.05811193 0.06638428 0.03715630 1.20247380 OGLE-GD-ECL-04285
-0.01247221 0.01479662 -0.03918213 0.02278806 3.99263258 OGLE-GD-ECL-04286
-0.15316074 -0.06502337 0.16515067 0.00029515 6.72287600 OGLE-GD-ECL-04287
-0.23805579 -0.08071816 0.16562182 -0.03677890 8.45424287 OGLE-GD-ECL-04288
-0.00952970 -0.00111206 0.00138565 0.00594442 0.00043105 OGLE-GD-ECL-04289
0.13491661 -0.02102134 -0.04270011 -0.02081174 6.23876033 OGLE-GD-ECL-04290
-0.06057983 -0.03539909 0.01690669 -0.04615069 0.94930630 OGLE-GD-ECL-04291
-0.05416862 -0.02457856 0.05658333 0.00321834 2.63095923 OGLE-GD-ECL-04292
-0.18835848 -0.05357982 0.11755047 -0.03358920 5.68332659 OGLE-GD-ECL-04293
0.01852830 0.02040739 0.02563424 0.01033834 0.45159221 OGLE-GD-ECL-04294
-0.00572959 -0.00116359 -0.00145712 -0.00046248 0.17227460 OGLE-GD-ECL-04295
0.10572137 0.07005320 0.27064111 0.07535665 5.07143140 OGLE-GD-ECL-04296
0.11031684 0.05590322 0.04844421 -0.04897703 3.41028985 OGLE-GD-ECL-04297
0.12353418 -0.05318590 -0.12329663 0.00147705 7.44051697 OGLE-GD-ECL-04298
-0.08918689 -0.01449243 0.03534409 -0.01621209 6.07041650 OGLE-GD-ECL-04299
0.06872398 -0.05718758 -0.03239139 -0.03389360 1.82742292 OGLE-GD-ECL-04300
-0.05518070 0.03649544 -0.02880193 -0.00764852 3.62133619 OGLE-GD-ECL-04301
-0.03293250 -0.04651566 0.13491763 0.04403170 8.11572832 OGLE-GD-ECL-04302
-0.01069159 0.00419738 0.01725117 0.00542393 0.62242998 OGLE-GD-ECL-04303
-0.01258875 -0.00173455 0.14304855 0.02071088 7.87384710 OGLE-GD-ECL-04304
0.05302143 0.04967038 0.23629985 0.05966131 4.55421300 OGLE-GD-ECL-04305
-0.16010303 0.03177513 -0.11441206 -0.01270706 4.70069697 OGLE-GD-ECL-04306
-0.00996743 -0.00044119 0.00413856 -0.00097287 6.41827038 OGLE-GD-ECL-04307
0.07535181 -0.00314824 -0.02775841 -0.00394788 5.13274844 OGLE-GD-ECL-04308
-0.01279683 -0.02050602 0.03867210 0.03179537 0.54808916 OGLE-GD-ECL-04309
-0.00388241 -0.00125104 0.03615065 0.00147383 1.47029279 OGLE-GD-ECL-04310
0.03067629 0.04047547 0.09677215 0.06133504 3.02872052 OGLE-GD-ECL-04311
0.03293908 -0.01327767 -0.13580769 0.02382223 5.40833032 OGLE-GD-ECL-04312
-0.00342864 -0.00561466 0.02771717 0.01864924 0.58895210 OGLE-GD-ECL-04313
-0.19262646 -0.00222587 0.00674777 -0.13035170 3.44231210 OGLE-GD-ECL-04314
0.00320993 -0.00038097 -0.08619298 0.01280585 6.58494138 OGLE-GD-ECL-04315
-0.03621621 -0.01643301 0.06334350 0.00768493 5.92228047 OGLE-GD-ECL-04316
0.00492291 0.00059207 0.00022101 -0.00271033 0.51228434 OGLE-GD-ECL-04317
0.04451646 -0.04264465 -0.07840243 0.02432178 1.74479641 OGLE-GD-ECL-04318
0.05920385 0.00503086 0.01897258 -0.00751278 4.93877788 OGLE-GD-ECL-04319
0.06372407 0.00639545 0.05080600 0.00091555 7.10633865 OGLE-GD-ECL-04320
0.03378098 0.04110634 0.02906314 -0.00492315 1.35140243 OGLE-GD-ECL-04321
-0.00101733 0.00215760 0.03670039 0.03339161 1.20893949 OGLE-GD-ECL-04322
-0.05407657 0.00389203 -0.12734878 0.01144293 5.46594676 OGLE-GD-ECL-04323
-0.01254043 -0.03234528 0.04545439 0.01972641 0.99241087 OGLE-GD-ECL-04324
-0.04711287 -0.04174766 0.03469220 -0.00934599 1.72735304 OGLE-GD-ECL-04325
-0.10453393 -0.00295224 0.00248882 -0.00646731 6.81066564 OGLE-GD-ECL-04326
-0.03664767 -0.00548884 0.05558140 0.00266703 6.29430370 OGLE-GD-ECL-04327
-0.03386895 0.05932524 -0.09167154 0.06191678 1.31972893 OGLE-GD-ECL-04328
0.03471697 -0.00357722 -0.06361526 0.00133107 4.67066745 OGLE-GD-ECL-04329
-0.04860413 -0.01004592 0.09682089 0.00740558 5.43774224 OGLE-GD-ECL-04330
-0.06017446 -0.02306307 0.12507053 0.01496100 6.42602920 OGLE-GD-ECL-04331
0.00594159 0.00008133 -0.03129154 -0.01335849 0.00014368 OGLE-GD-ECL-04332
0.04041334 0.02860652 0.05872586 0.01151057 0.55038435 OGLE-GD-ECL-04333
-0.10164452 0.03113759 -0.09503737 -0.00123777 5.04343019 OGLE-GD-ECL-04334
0.11891223 -0.01766726 -0.01233239 -0.07337069 0.47923374 OGLE-GD-ECL-04335
-0.00412607 -0.00635078 0.01787772 0.01320811 0.82993736 OGLE-GD-ECL-04336
0.01297519 0.01902624 0.03480680 0.02657698 0.86712025 OGLE-GD-ECL-04337
0.09814180 -0.02388426 -0.01219870 -0.08396403 0.91944941 OGLE-GD-ECL-04338
0.21731197 0.11831546 0.14607421 -0.03502089 3.51069252 OGLE-GD-ECL-04339
-0.08539915 -0.01844634 0.01933227 -0.03292767 5.98779941 OGLE-GD-ECL-04340
-0.01259112 -0.00624477 0.01371375 0.00108829 1.15204146 OGLE-GD-ECL-04341
0.02965258 0.01520692 -0.01753424 -0.00853199 0.00258627 OGLE-GD-ECL-04342
-0.00030606 0.00030703 -0.00260000 0.00090139 0.38375422 OGLE-GD-ECL-04343
0.27381407 -0.11032163 -0.16964725 -0.06579612 7.48482111 OGLE-GD-ECL-04344
0.16440536 0.06737465 0.14848638 -0.01082795 6.58257840 OGLE-GD-ECL-04345
0.31297513 0.08921909 0.09527854 -0.12026942 3.78658921 OGLE-GD-ECL-04346
-0.07891521 -0.01570611 0.06943783 -0.00248543 3.23528679 OGLE-GD-ECL-04347
-0.01067612 -0.01627727 0.02573943 0.01700804 0.77209881 OGLE-GD-ECL-04348
-0.00087954 0.00038133 -0.01463957 0.00454341 6.77373939 OGLE-GD-ECL-04349
0.01778250 0.00199571 0.03057439 0.00074278 0.41006814 OGLE-GD-ECL-04350
-0.04908790 0.04434794 -0.11100978 0.04707780 0.39018073 OGLE-GD-ECL-04351
0.12780024 0.00880237 0.01771623 -0.02074847 8.50180158 OGLE-GD-ECL-04352
0.00886337 0.00138550 -0.02482521 -0.01234297 0.00014368 OGLE-GD-ECL-04353
-0.09984174 0.06927273 -0.05915375 -0.04591567 2.83699907 OGLE-GD-ECL-04354
-0.00380060 -0.00012237 -0.00171300 -0.00023504 0.01091982 OGLE-GD-ECL-04355
-0.00855359 0.00824158 -0.01156458 -0.00117796 0.74455664 OGLE-GD-ECL-04356
0.06986505 0.00101135 -0.00169730 -0.03097397 5.07168363 OGLE-GD-ECL-04357
-0.18019845 0.02079387 -0.05325985 -0.02531119 5.30370369 OGLE-GD-ECL-04358
0.09307661 0.01892918 0.08760095 -0.00108587 3.67274824 OGLE-GD-ECL-04359
-0.07260697 -0.00895722 0.05529090 0.00438096 2.67392012 OGLE-GD-ECL-04360
