a0 a1 b0 b1 f id
0.06900028 -0.00777974 -0.01571546 -0.01231189 0.85862235 OGLE-LMC-ECL-13755
0.03772338 -0.03880895 -0.05531653 0.02523170 0.44429024 OGLE-LMC-ECL-13756
-0.02826605 0.03111591 -0.09361806 0.04175645 1.79429699 OGLE-LMC-ECL-13757
0.12028676 0.06610054 0.02020804 -0.06764056 1.00758010 OGLE-LMC-ECL-13758
0.02425257 0.03234809 0.06090203 0.05067302 0.21638392 OGLE-LMC-ECL-13759
-0.03834493 0.04754813 -0.05775088 0.02297541 3.11978136 OGLE-LMC-ECL-13760
0.12818641 -0.02719072 -0.22129458 0.03409635 2.69835857 OGLE-LMC-ECL-13761
-0.07521221 -0.01564539 0.02006391 -0.02861232 0.33150044 OGLE-LMC-ECL-13762
-0.01048464 0.01396850 -0.01166332 -0.00000855 0.54899596 OGLE-LMC-ECL-13763
0.00756483 0.01388225 0.03733728 0.01806936 0.87912624 OGLE-LMC-ECL-13764
0.04390147 0.00031977 0.00226799 -0.02786695 1.34949534 OGLE-LMC-ECL-13765
-0.07425033 -0.05405936 0.05789739 -0.01459353 1.24606912 OGLE-LMC-ECL-13766
0.08191016 0.07059009 0.10955567 0.02570632 2.22386310 OGLE-LMC-ECL-13767
0.01173913 -0.00237231 -0.00255818 -0.00630765 0.47028940 OGLE-LMC-ECL-13768
0.11276941 -0.11593931 -0.13874305 0.05466900 0.78588379 OGLE-LMC-ECL-13769
-0.04867243 0.03426221 -0.06350696 0.01482962 1.68988630 OGLE-LMC-ECL-13770
-0.10344838 0.04715387 -0.02643583 -0.06460322 0.52287862 OGLE-LMC-ECL-13771
-0.04139537 -0.06602469 0.12364118 0.08900971 0.89637044 OGLE-LMC-ECL-13772
-0.02867534 0.01506291 -0.01712556 -0.00830467 1.34539759 OGLE-LMC-ECL-13773
-0.01778911 -0.03832937 0.10408082 0.09026799 0.78595496 OGLE-LMC-ECL-13774
0.01813103 0.02193529 0.07631140 0.05824553 0.47987914 OGLE-LMC-ECL-13775
-0.18456338 -0.06856021 0.05445568 -0.09954567 1.12204102 OGLE-LMC-ECL-13776
-0.14052805 0.07156343 -0.06179781 -0.05246899 0.52429675 OGLE-LMC-ECL-13777
-0.01352205 -0.00521131 0.04192709 0.02553501 0.36895180 OGLE-LMC-ECL-13778
-0.01487011 -0.00381161 0.00550511 -0.00954305 0.33468013 OGLE-LMC-ECL-13779
0.15878869 0.06862757 0.10427718 -0.03843017 0.13465084 OGLE-LMC-ECL-13780
0.00325971 -0.00137931 0.00759178 -0.00113409 0.14358630 OGLE-LMC-ECL-13781
-0.09683765 -0.06976272 0.11352429 0.00748079 0.84633174 OGLE-LMC-ECL-13782
0.11126837 -0.02611096 -0.11804212 -0.01300968 0.04018052 OGLE-LMC-ECL-13783
0.09025879 0.03715583 0.04319477 -0.02728977 1.63156565 OGLE-LMC-ECL-13784
-0.07077584 -0.06960446 0.07353999 0.01750785 0.33473893 OGLE-LMC-ECL-13785
-0.06440582 0.03343224 -0.04945583 -0.01433815 0.95407875 OGLE-LMC-ECL-13786
-0.04118383 0.01096009 -0.00944075 -0.01260720 1.47614379 OGLE-LMC-ECL-13787
-0.04110039 0.04580720 -0.17391030 0.08058067 1.22112632 OGLE-LMC-ECL-13788
-0.00272032 -0.00951899 0.03648448 0.01278356 0.09570713 OGLE-LMC-ECL-13789
0.02653475 0.02178627 0.02309242 -0.00735285 1.05407653 OGLE-LMC-ECL-13790
0.02750691 0.00720287 0.00672793 -0.01477234 0.77316867 OGLE-LMC-ECL-13791
-0.00810098 0.00646253 -0.01190822 0.00112042 4.36245662 OGLE-LMC-ECL-13792
-0.00537103 -0.00350431 0.00187369 -0.00108820 1.22958314 OGLE-LMC-ECL-13793
0.04166133 -0.04019754 -0.04389438 0.00318244 0.77355078 OGLE-LMC-ECL-13794
-0.07797875 0.06287284 -0.05601578 -0.02382819 0.01648583 OGLE-LMC-ECL-13795
0.06850500 0.04844572 0.05270553 -0.00445725 1.41371654 OGLE-LMC-ECL-13796
-0.03753508 -0.05016015 0.17784639 0.09234772 0.37680994 OGLE-LMC-ECL-13797
-0.03958624 0.03314741 -0.05340229 0.00453506 0.16420837 OGLE-LMC-ECL-13798
0.01541307 -0.00109824 0.00324218 -0.00326862 7.75224222 OGLE-LMC-ECL-13799
0.10893562 -0.04384245 -0.11344933 0.01191355 0.60659552 OGLE-LMC-ECL-13800
-0.06686606 -0.00770941 0.00018504 -0.02978291 2.78347247 OGLE-LMC-ECL-13801
-0.11727939 -0.08596692 0.07196721 -0.06151448 0.52258706 OGLE-LMC-ECL-13802
0.03096020 0.02898884 0.08721135 0.02596367 1.00173854 OGLE-LMC-ECL-13803
-0.05802382 -0.07034533 0.04136765 -0.01861968 0.78602040 OGLE-LMC-ECL-13804
-0.03160346 0.01232124 -0.01059526 -0.02191610 1.32992806 OGLE-LMC-ECL-13805
-0.04182862 0.03618272 -0.09378511 0.04292019 0.84006312 OGLE-LMC-ECL-13806
-0.00444180 -0.00051792 0.07510590 0.06029853 0.39284338 OGLE-LMC-ECL-13807
0.04300622 -0.00600229 0.00332910 -0.03872335 0.41247310 OGLE-LMC-ECL-13808
0.10892052 0.09279927 0.07709611 -0.02889409 1.14227493 OGLE-LMC-ECL-13809
0.11368877 -0.05142815 -0.07611871 -0.02497864 0.45279901 OGLE-LMC-ECL-13810
0.08270833 0.04631760 0.03104096 -0.04121332 1.71267431 OGLE-LMC-ECL-13811
0.11700122 0.11278719 0.27261979 0.13186040 2.30729706 OGLE-LMC-ECL-13812
-0.19824538 0.04426518 -0.07668542 -0.06985171 0.47836543 OGLE-LMC-ECL-13813
0.08365956 -0.06956795 -0.04300563 -0.05294927 1.41485191 OGLE-LMC-ECL-13814
0.08799860 0.07847557 0.10974133 0.02335720 0.38520128 OGLE-LMC-ECL-13815
0.03108742 -0.00434960 0.00480785 -0.02114000 1.14506321 OGLE-LMC-ECL-13816
-0.12554766 -0.07450320 0.10402261 -0.03637353 1.29672514 OGLE-LMC-ECL-13817
0.01975166 -0.00134884 0.02237739 -0.01074157 0.01941285 OGLE-LMC-ECL-13818
-0.01860571 -0.00584676 0.00592358 -0.01136968 1.84428607 OGLE-LMC-ECL-13819
0.08777640 -0.01762157 -0.02254389 -0.07196221 1.14687782 OGLE-LMC-ECL-13820
-0.00291582 0.01543341 -0.16250991 0.09761150 1.53281546 OGLE-LMC-ECL-13821
0.05998806 0.03836455 0.04973201 -0.01378380 0.51513711 OGLE-LMC-ECL-13822
-0.03615478 -0.00836065 0.02493971 0.00076992 0.09508572 OGLE-LMC-ECL-13823
0.04166025 0.05383045 0.04324163 0.00089520 0.51152896 OGLE-LMC-ECL-13824
0.05897257 -0.02879801 -0.01937824 -0.03912099 1.67924926 OGLE-LMC-ECL-13825
0.01226670 0.00218376 0.02504904 0.00478866 2.76432124 OGLE-LMC-ECL-13826
0.15082228 0.02497377 0.02390873 -0.06466710 1.97539040 OGLE-LMC-ECL-13827
-0.08053804 -0.04883549 0.10451589 0.00922495 1.40360043 OGLE-LMC-ECL-13828
0.23530912 -0.11576356 -0.13818050 -0.09876424 2.35493355 OGLE-LMC-ECL-13829
0.08453844 -0.01066470 -0.02144871 -0.03622612 3.07410556 OGLE-LMC-ECL-13830
0.04371946 0.06749988 0.06672559 0.01959284 0.88657156 OGLE-LMC-ECL-13831
0.06438088 -0.02119311 -0.00095479 -0.04560786 0.97294379 OGLE-LMC-ECL-13832
-0.10363127 -0.02508634 0.01268797 -0.02689988 0.37627009 OGLE-LMC-ECL-13833
0.00171119 0.00337391 -0.00867872 -0.00095557 8.26146139 OGLE-LMC-ECL-13834
-0.11869373 0.11017095 -0.25139217 0.10392731 0.66233479 OGLE-LMC-ECL-13835
0.07319381 0.01989062 0.03014801 -0.01702797 0.57452248 OGLE-LMC-ECL-13836
-0.05185649 -0.02327435 0.02130372 -0.01413092 1.92175154 OGLE-LMC-ECL-13837
0.11245507 0.04148408 0.03948977 -0.07787685 0.97508690 OGLE-LMC-ECL-13838
-0.04363013 -0.03643146 0.10665785 0.07983635 1.03505915 OGLE-LMC-ECL-13839
0.00945638 -0.00112287 -0.00352206 -0.00138306 0.51247889 OGLE-LMC-ECL-13840
-0.04355139 0.02397331 -0.01490688 -0.02738181 0.84354445 OGLE-LMC-ECL-13841
0.02566188 -0.03291561 -0.07077160 0.03981982 0.89096854 OGLE-LMC-ECL-13842
-0.00607217 -0.00024874 0.00268355 -0.00063526 7.87680002 OGLE-LMC-ECL-13843
0.02800348 -0.00424126 -0.04239035 0.01489406 1.81054646 OGLE-LMC-ECL-13844
-0.09702975 0.07938881 -0.07397973 -0.03364936 0.95540559 OGLE-LMC-ECL-13845
-0.07891831 0.12144956 -0.10383200 0.03011190 0.23821684 OGLE-LMC-ECL-13846
0.12721997 -0.08907704 -0.09480736 -0.03543474 1.07588549 OGLE-LMC-ECL-13847
0.07493923 0.01578511 0.00223197 -0.05947859 0.69382320 OGLE-LMC-ECL-13848
0.00561232 -0.00379352 -0.02759377 0.01201841 0.83203835 OGLE-LMC-ECL-13849
-0.16719151 -0.11451961 0.12737820 -0.02751046 0.81542839 OGLE-LMC-ECL-13850
-0.11355816 -0.01663719 0.00924952 -0.08086374 0.72610599 OGLE-LMC-ECL-13851
-0.00462234 -0.00293924 -0.24788057 0.13268769 1.13276549 OGLE-LMC-ECL-13852
0.03194310 0.03101116 0.02502568 -0.00102839 0.30196845 OGLE-LMC-ECL-13853
0.03840518 0.04442249 0.12442679 0.06155058 0.25928259 OGLE-LMC-ECL-13854
0.03041323 -0.01684327 -0.01744840 -0.01052350 0.73833742 OGLE-LMC-ECL-13855
0.01838718 -0.00273127 -0.03674486 -0.00296011 0.13362806 OGLE-LMC-ECL-13856
-0.05142452 -0.04385788 0.08146017 0.02706443 1.08436210 OGLE-LMC-ECL-13857
0.05430045 0.01148818 0.00510355 -0.03398542 0.97477297 OGLE-LMC-ECL-13858
-0.00313219 0.00077357 0.01258572 0.00425956 0.78486009 OGLE-LMC-ECL-13859
0.01033899 0.00616840 0.04054465 0.02026941 1.39144561 OGLE-LMC-ECL-13860
-0.06507395 0.03212098 -0.00504835 -0.04494453 1.32081672 OGLE-LMC-ECL-13861
0.23737999 -0.01608188 -0.03238049 -0.17710055 1.04428160 OGLE-LMC-ECL-13862
0.00423678 0.00138805 -0.02851597 0.01508970 0.87368995 OGLE-LMC-ECL-13863
0.00902905 0.00394912 -0.17009688 0.02341064 2.21475644 OGLE-LMC-ECL-13864
0.04129013 0.01573319 0.04719851 0.00292155 0.10658057 OGLE-LMC-ECL-13865
-0.06026548 -0.04753719 0.04177902 -0.03517861 0.91364314 OGLE-LMC-ECL-13866
-0.01315283 -0.00296363 -0.01471112 0.00488379 0.63727628 OGLE-LMC-ECL-13867
0.02218357 0.03057780 0.05778048 0.03199357 1.70471764 OGLE-LMC-ECL-13868
0.09409828 0.03879815 0.03338178 -0.07599118 0.83841401 OGLE-LMC-ECL-13869
-0.10467433 0.07481559 -0.06303341 -0.03504744 1.05244871 OGLE-LMC-ECL-13870
0.08742591 -0.05885618 -0.03211322 -0.05341146 0.96432897 OGLE-LMC-ECL-13871
-0.04122532 0.06080862 -0.05089039 0.00395953 0.38070431 OGLE-LMC-ECL-13872
0.00899143 -0.00870325 -0.00771982 0.00048379 0.26510221 OGLE-LMC-ECL-13873
-0.02471508 -0.02534276 0.02080849 -0.00740802 0.43911778 OGLE-LMC-ECL-13874
-0.01393032 0.00988497 0.06630953 0.05689764 0.16535866 OGLE-LMC-ECL-13875
-0.04224192 -0.04856192 0.04110685 0.00812232 1.36769144 OGLE-LMC-ECL-13876
-0.02554487 0.02215565 -0.03944856 0.01080408 1.16760161 OGLE-LMC-ECL-13877
-0.00409042 -0.00493047 0.03835630 0.02800304 0.73391583 OGLE-LMC-ECL-13878
-0.15985959 -0.02048063 0.01941915 -0.07494682 0.81477841 OGLE-LMC-ECL-13879
0.01513383 -0.01132167 -0.01083178 -0.00538995 0.81727539 OGLE-LMC-ECL-13880
0.06824168 -0.05627158 -0.04993540 -0.02254141 0.93508364 OGLE-LMC-ECL-13881
0.12491227 -0.15017851 -0.11505113 -0.01800782 0.34429006 OGLE-LMC-ECL-13882
0.00522134 0.00160687 0.00119390 -0.00132322 1.22448478 OGLE-LMC-ECL-13883
0.00788594 -0.01269490 -0.02742690 0.01088448 0.30258902 OGLE-LMC-ECL-13884
-0.04870428 0.03297348 -0.02557337 -0.02156325 1.74123007 OGLE-LMC-ECL-13885
0.23954781 0.04184652 0.03696376 -0.13150272 1.23729816 OGLE-LMC-ECL-13886
-0.10962708 -0.00320118 0.01240455 -0.01302258 1.84883326 OGLE-LMC-ECL-13887
0.12056057 0.00013281 0.00393332 -0.06071724 0.29824799 OGLE-LMC-ECL-13888
0.17360001 0.01462219 0.00953529 -0.09591378 0.73634262 OGLE-LMC-ECL-13889
0.00365860 0.02287028 0.07983892 -0.00798655 0.00023586 OGLE-LMC-ECL-13890
-0.07529180 0.02427595 -0.06250704 -0.00739826 1.05934784 OGLE-LMC-ECL-13891
0.04700126 -0.00638313 0.00013776 -0.01930883 0.96403726 OGLE-LMC-ECL-13892
0.07555986 -0.06506928 -0.05681923 -0.02397034 1.64908494 OGLE-LMC-ECL-13893
-0.01970578 0.00958947 -0.08551408 0.02392550 0.19540675 OGLE-LMC-ECL-13894
-0.01200359 -0.00455128 0.04130447 0.01825210 6.30399017 OGLE-LMC-ECL-13895
0.04105889 -0.07245044 -0.07894249 0.04570090 0.45824529 OGLE-LMC-ECL-13896
-0.07519843 -0.09384193 0.10062676 0.01946441 1.40060454 OGLE-LMC-ECL-13897
0.09884377 -0.06855822 -0.06775480 -0.03224648 0.33294620 OGLE-LMC-ECL-13898
0.13557699 -0.00500192 -0.00545776 -0.02795503 1.58411093 OGLE-LMC-ECL-13899
0.00228245 -0.00651803 0.07136214 0.05250955 0.55225697 OGLE-LMC-ECL-13900
0.07226711 -0.06138844 -0.04336909 -0.04919708 0.42349096 OGLE-LMC-ECL-13901
-0.07793467 -0.02132149 0.01636720 -0.05773121 1.42514482 OGLE-LMC-ECL-13902
0.01340493 -0.00375703 0.00594129 0.00175129 0.72913264 OGLE-LMC-ECL-13903
-0.01814992 0.01314791 -0.00787363 -0.00899075 0.34031418 OGLE-LMC-ECL-13904
-0.01004258 0.01789369 -0.08206140 0.05815911 0.93520182 OGLE-LMC-ECL-13905
-0.03508349 -0.01058511 0.01856578 -0.00387670 1.57934497 OGLE-LMC-ECL-13906
0.15139234 -0.02900262 -0.04556125 -0.04772330 0.23382774 OGLE-LMC-ECL-13907
-0.01306139 -0.00746082 0.03557819 0.00738074 0.60355566 OGLE-LMC-ECL-13908
0.10670123 0.08842036 0.08338988 -0.02778451 1.56776812 OGLE-LMC-ECL-13909
-0.01718565 -0.02607009 0.07976281 0.05465350 1.32469754 OGLE-LMC-ECL-13910
-0.05712821 -0.07362801 0.10443827 0.07222259 0.51549919 OGLE-LMC-ECL-13911
0.05808392 0.04499876 0.16158771 0.05367731 1.02336263 OGLE-LMC-ECL-13912
0.03181552 0.01682076 0.09106405 0.03834056 1.79827781 OGLE-LMC-ECL-13913
0.15203446 -0.04787405 -0.05308456 -0.08917685 1.18036356 OGLE-LMC-ECL-13914
0.10945193 -0.09723772 -0.06683270 -0.05362605 1.47009083 OGLE-LMC-ECL-13915
-0.01485930 -0.00488575 0.00316184 -0.01231508 0.03963595 OGLE-LMC-ECL-13916
-0.07321526 -0.08588381 0.06801941 -0.01323011 0.89346801 OGLE-LMC-ECL-13917
0.00388440 -0.00062099 -0.00372307 0.00008648 2.00243448 OGLE-LMC-ECL-13918
0.19971527 0.00679248 0.03109289 -0.06261940 0.12499789 OGLE-LMC-ECL-13919
0.04731111 0.02860237 0.02408943 -0.01095332 1.47417795 OGLE-LMC-ECL-13920
0.03547818 -0.01611614 -0.01506107 -0.01628507 1.11294381 OGLE-LMC-ECL-13921
0.13829018 -0.03212541 -0.04474132 -0.04491680 2.67673231 OGLE-LMC-ECL-13922
0.00060142 0.00180226 -0.06869565 0.03670855 1.44208106 OGLE-LMC-ECL-13923
0.06665740 -0.03470597 -0.02182630 -0.05014428 1.09034308 OGLE-LMC-ECL-13924
-0.05133532 0.01800210 -0.16512102 0.06852342 3.33522028 OGLE-LMC-ECL-13925
0.10340393 -0.07242346 -0.07683674 -0.03201452 1.05454562 OGLE-LMC-ECL-13926
0.05082466 0.04416948 0.16381830 0.07884122 0.17954543 OGLE-LMC-ECL-13927
-0.08484623 -0.07508118 0.09805576 0.00483003 0.84095484 OGLE-LMC-ECL-13928
0.00031581 0.00213231 -0.03351397 0.02558170 0.50627843 OGLE-LMC-ECL-13929
-0.01747306 0.02274204 -0.03773807 0.02268154 1.09838168 OGLE-LMC-ECL-13930
0.06083757 -0.04911529 -0.03932175 -0.01329472 0.39032667 OGLE-LMC-ECL-13931
0.00680727 -0.01060852 -0.02523386 0.01905686 0.50225548 OGLE-LMC-ECL-13932
0.00303246 -0.00593875 -0.02075567 0.01401672 1.19151794 OGLE-LMC-ECL-13933
-0.03434376 0.02065342 -0.06112334 0.01236727 1.32663706 OGLE-LMC-ECL-13934
-0.07436544 0.02996064 -0.09177557 0.00575197 1.18268378 OGLE-LMC-ECL-13935
0.01860755 0.01842170 0.07989470 0.03536823 1.04905568 OGLE-LMC-ECL-13936
-0.09201958 -0.08331829 0.11049373 0.00637236 1.18254273 OGLE-LMC-ECL-13937
0.00192911 0.00086340 -0.04673454 0.01442758 0.32848974 OGLE-LMC-ECL-13938
0.04873627 -0.06045114 -0.20103099 0.10873801 2.39704013 OGLE-LMC-ECL-13939
0.11717724 0.11608113 0.10364691 -0.02053825 1.92647629 OGLE-LMC-ECL-13940
0.00419822 -0.00725403 -0.13063300 0.04531820 0.08826913 OGLE-LMC-ECL-13941
0.08847636 0.01840127 0.10964913 -0.00701716 2.17270603 OGLE-LMC-ECL-13942
-0.10987139 0.06716811 -0.05577233 -0.05174338 1.20940931 OGLE-LMC-ECL-13943
0.02497057 -0.00640640 -0.00661061 -0.01280210 0.75495332 OGLE-LMC-ECL-13944
0.13799259 -0.05379120 -0.05316146 -0.04685741 0.60442152 OGLE-LMC-ECL-13945
0.00083258 -0.00056769 -0.01173197 0.00986945 0.32107488 OGLE-LMC-ECL-13946
-0.00774809 0.00983937 -0.01344769 0.00393534 1.00779089 OGLE-LMC-ECL-13947
-0.02757802 -0.01073680 0.00712656 -0.01626868 1.96200982 OGLE-LMC-ECL-13948
-0.00431379 0.00934835 -0.04075989 0.03384362 1.21997880 OGLE-LMC-ECL-13949
0.02156296 -0.00449539 -0.07113766 0.01369085 0.24561973 OGLE-LMC-ECL-13950
-0.02502991 0.01337027 -0.12799374 0.04414356 0.54984300 OGLE-LMC-ECL-13951
0.11503843 0.01582557 0.01925702 -0.03044501 2.28897066 OGLE-LMC-ECL-13952
-0.00177981 0.00541889 -0.10069126 0.06513705 1.12479756 OGLE-LMC-ECL-13953
0.01111437 -0.01190815 -0.00859117 -0.00473328 0.08762638 OGLE-LMC-ECL-13954
0.08797378 -0.10896210 -0.25978849 0.12088648 0.41053678 OGLE-LMC-ECL-13955
0.03855298 0.00405318 0.12258080 0.01285776 0.27793431 OGLE-LMC-ECL-13956
0.00233711 0.00414759 0.03098475 0.01205159 0.92695042 OGLE-LMC-ECL-13957
0.13799113 -0.01028855 -0.02031146 -0.07849775 2.10644460 OGLE-LMC-ECL-13958
0.00284163 0.00013137 0.01817347 0.00159718 2.79436482 OGLE-LMC-ECL-13959
-0.01579552 0.00415716 -0.00219651 -0.00956214 0.47400257 OGLE-LMC-ECL-13960
0.02935619 -0.03297582 -0.03198788 0.00033743 0.42858179 OGLE-LMC-ECL-13961
-0.00338628 -0.00197106 0.06280862 0.02345840 0.86341008 OGLE-LMC-ECL-13962
-0.00455285 -0.00168495 0.03954892 0.00605783 0.03337337 OGLE-LMC-ECL-13963
-0.00779871 0.00826819 0.06292682 0.03755071 0.77529316 OGLE-LMC-ECL-13964
-0.15527826 0.09800460 -0.19431844 0.02461250 3.20196458 OGLE-LMC-ECL-13965
0.00742953 0.00039394 -0.00753519 0.00286444 2.01054426 OGLE-LMC-ECL-13966
-0.09850339 0.07734500 -0.08016938 -0.01708389 1.62498507 OGLE-LMC-ECL-13967
-0.00846624 0.01992219 -0.11179394 0.07216219 1.42481431 OGLE-LMC-ECL-13968
-0.11829474 -0.02857000 0.01686961 -0.09135354 1.08283978 OGLE-LMC-ECL-13969
-0.06361056 0.00010762 -0.00302849 -0.00578849 0.03115790 OGLE-LMC-ECL-13970
0.02306262 0.01351252 0.00475102 -0.01633218 0.48160397 OGLE-LMC-ECL-13971
0.08964096 0.07850262 0.11728850 0.03751158 0.59544424 OGLE-LMC-ECL-13972
0.02244458 -0.00867641 -0.01772181 -0.00040340 1.02365730 OGLE-LMC-ECL-13973
0.02439983 -0.00100626 -0.00233229 -0.00820148 1.00592559 OGLE-LMC-ECL-13974
-0.10400647 0.06580585 -0.05711916 -0.03731774 1.11753152 OGLE-LMC-ECL-13975
-0.08026226 -0.01684040 0.02705153 -0.04889013 0.33591422 OGLE-LMC-ECL-13976
-0.01466031 -0.00462044 0.01119695 0.00372779 0.99439792 OGLE-LMC-ECL-13977
-0.00686283 0.00025301 0.00433969 0.00003020 0.06577883 OGLE-LMC-ECL-13978
0.05478944 0.07599023 0.15150400 0.06434180 0.68014573 OGLE-LMC-ECL-13979
-0.00099986 -0.00145862 0.01831503 0.00810630 1.02293338 OGLE-LMC-ECL-13980
-0.09451212 -0.09588080 0.09940452 0.00848522 0.74397347 OGLE-LMC-ECL-13981
0.06366304 -0.02753567 -0.01852342 -0.02505891 0.93786989 OGLE-LMC-ECL-13982
0.05410598 -0.00551123 -0.00304321 -0.03284465 0.84030387 OGLE-LMC-ECL-13983
-0.01262958 -0.00471732 0.01936565 0.01151494 1.28675769 OGLE-LMC-ECL-13984
-0.10657676 -0.02895346 0.00926308 -0.06514605 0.74222610 OGLE-LMC-ECL-13985
0.06853022 0.04137135 0.03968747 -0.02095127 1.08591680 OGLE-LMC-ECL-13986
-0.08769519 0.03225889 -0.08279969 0.00386635 1.90566282 OGLE-LMC-ECL-13987
-0.02799897 0.02874088 -0.02778178 0.01458754 0.51647398 OGLE-LMC-ECL-13988
-0.04549012 0.00408467 -0.00364829 -0.03289069 0.57055751 OGLE-LMC-ECL-13989
0.03038592 0.03710890 0.09495514 0.05746143 1.30250874 OGLE-LMC-ECL-13990
-0.00239836 -0.00050926 0.00468260 0.00007661 0.05704723 OGLE-LMC-ECL-13991
0.14299042 -0.03746249 -0.02227245 -0.08209147 0.85291503 OGLE-LMC-ECL-13992
0.08183352 -0.02212501 -0.01930571 -0.04746229 0.58562632 OGLE-LMC-ECL-13993
0.03103423 0.00608429 -0.02313949 0.02163934 0.00030164 OGLE-LMC-ECL-13994
0.11475288 -0.02357767 -0.01767469 -0.09695787 0.72913261 OGLE-LMC-ECL-13995
0.06862937 -0.05644951 -0.23450168 0.07403380 2.40712277 OGLE-LMC-ECL-13996
0.00715105 -0.00509981 -0.01332367 0.00246646 0.88918467 OGLE-LMC-ECL-13997
-0.12445851 0.09970418 -0.09697466 -0.02758765 0.92278772 OGLE-LMC-ECL-13998
0.18962134 0.12507955 0.13370144 -0.04894219 0.92619322 OGLE-LMC-ECL-13999
0.00800167 -0.01261607 -0.01749711 0.01362724 0.02033036 OGLE-LMC-ECL-14000
-0.02471883 -0.00430152 0.00137518 -0.01170900 0.36384308 OGLE-LMC-ECL-14001
0.17781037 0.01993561 0.00820673 -0.11752969 0.89950084 OGLE-LMC-ECL-14002
-0.06201461 0.06183546 -0.20860319 0.07883946 1.64370668 OGLE-LMC-ECL-14003
0.03128681 0.04784033 0.06737346 0.04094034 0.55794484 OGLE-LMC-ECL-14004
-0.04605862 -0.02711588 0.01635244 -0.02609022 0.12825881 OGLE-LMC-ECL-14005
-0.05100432 -0.02647284 0.02194680 -0.03442411 0.85187483 OGLE-LMC-ECL-14006
-0.03869189 0.00405486 0.00885322 -0.00426114 1.57521114 OGLE-LMC-ECL-14007
0.04485092 0.05095288 0.05136540 0.02061363 1.54825807 OGLE-LMC-ECL-14008
0.02085871 -0.00636073 -0.10657480 0.04832430 0.64431046 OGLE-LMC-ECL-14009
0.04021076 -0.01960390 -0.00946478 -0.03027824 0.28463079 OGLE-LMC-ECL-14010
0.00404179 0.01549572 0.03918300 0.03172753 0.20446183 OGLE-LMC-ECL-14011
0.03358031 -0.00102417 -0.03103478 0.00486638 2.07008547 OGLE-LMC-ECL-14012
0.01415934 0.00354859 0.03212495 0.01670168 0.87989405 OGLE-LMC-ECL-14013
0.03742038 -0.02722257 -0.04015142 0.00782025 0.87247359 OGLE-LMC-ECL-14014
0.12370137 -0.05787798 -0.07367885 -0.05377762 0.36915378 OGLE-LMC-ECL-14015
-0.03495733 0.02704758 -0.03333327 -0.00157407 2.26498061 OGLE-LMC-ECL-14016
-0.05982136 -0.03049976 0.02624068 -0.03593381 1.61023326 OGLE-LMC-ECL-14017
-0.04970317 0.00934421 -0.00445076 -0.04640798 0.26755776 OGLE-LMC-ECL-14018
-0.00797690 -0.02003132 0.05739194 0.05409792 0.47536771 OGLE-LMC-ECL-14019
-0.00620863 0.00431710 -0.17482662 0.09674112 1.34634656 OGLE-LMC-ECL-14020
-0.07966654 0.03190311 -0.04281818 -0.01167071 0.01870190 OGLE-LMC-ECL-14021
-0.02533442 0.00675550 -0.05733442 0.00219521 0.16035367 OGLE-LMC-ECL-14022
0.04475887 -0.00192962 -0.00457684 -0.00799474 0.70439786 OGLE-LMC-ECL-14023
-0.09990575 -0.11473015 0.09340802 0.07327217 0.19249460 OGLE-LMC-ECL-14024
-0.00584095 0.01075829 -0.01084718 0.00443402 1.10042470 OGLE-LMC-ECL-14025
-0.01137540 -0.01017710 0.03438182 0.02709420 0.45783447 OGLE-LMC-ECL-14026
0.02302996 0.01408714 0.05360326 0.05165515 0.92520087 OGLE-LMC-ECL-14027
0.02005139 0.00300409 0.00440701 -0.01577347 0.09881841 OGLE-LMC-ECL-14028
0.00875299 -0.01083613 -0.14847828 0.05978901 0.63447688 OGLE-LMC-ECL-14029
-0.01533819 -0.02027939 0.02333314 0.01030568 0.41373418 OGLE-LMC-ECL-14030
0.06709862 0.05020123 0.02203143 -0.03061808 0.70017486 OGLE-LMC-ECL-14031
0.00778711 -0.01047140 0.07934853 0.07823108 0.21701438 OGLE-LMC-ECL-14032
-0.01654536 -0.02697020 0.06089880 0.04725308 0.88375505 OGLE-LMC-ECL-14033
-0.02674923 0.04089684 -0.09883095 0.05613023 0.49722910 OGLE-LMC-ECL-14034
0.05559427 0.00774352 0.02239670 -0.04084263 0.68979830 OGLE-LMC-ECL-14035
0.01906517 0.03445543 0.05931242 0.02186658 0.84787728 OGLE-LMC-ECL-14036
0.01683664 -0.01387944 -0.02498515 -0.00181218 0.13561891 OGLE-LMC-ECL-14037
0.00750414 0.00564877 0.14086776 0.01813549 2.10643671 OGLE-LMC-ECL-14038
0.00428521 0.00573311 0.04318634 0.02783630 0.23721243 OGLE-LMC-ECL-14039
0.02148873 0.00281018 0.01170370 -0.00284812 0.00847962 OGLE-LMC-ECL-14040
0.10407576 -0.03891163 -0.07442666 -0.02513690 0.23505868 OGLE-LMC-ECL-14041
-0.08135367 -0.01929576 0.01153246 -0.05196183 1.31331118 OGLE-LMC-ECL-14042
0.21032963 -0.00175045 -0.00016072 -0.12176673 1.85795662 OGLE-LMC-ECL-14043
-0.03294198 -0.00652337 0.02283579 -0.00356932 1.45024266 OGLE-LMC-ECL-14044
0.00467171 -0.00004535 -0.00073064 -0.00293330 1.99852605 OGLE-LMC-ECL-14045
